note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
68c7f7d9000000001b03cb17,normal,早控油晚抗老 大油田护肤公式,"这个夏天，托托一头扎进又热又潮的大湾区，以身入局亲测各种组合，终于在宝拉专场前敲定一套【大庆油田抽干组】！如果你是油光锃亮、痘痘不断、毛孔插秧、细纹还悄悄冒头的资深油皮人，直接抄作业✍️
	
嘉宾阵容
✅20%烟酰胺精华
✅0.1%A醛精华
✅10%壬二酸
✅清透物理防晒
	
🎯为什么这么搭？
油皮护肤更需要系统化解法，控油只是表面，背后更重要的是：调理肤质、改善瑕疵、控制🔥势、预防老化。我选的这组单品都独立能打，配合起来把油皮从控油抑痘到去黄提亮，从磨皮细腻到抗老淡纹等各方面的需求都包圆了！
	
🍚喂饭搭配
🌞早：控油、抗氧、防护 = 烟酰胺 + 物理防晒
🌛晚：抑痘、磨皮、淡纹 = 壬二酸 + A醛
🔘耐受皮：如果已经耐受其中之一，可以壬二酸和A醛组合双管齐下，从一周2次开始低频叠加
🔘新手村：单用A醛 or 壬二酸，可交替使用；两个都耐受后，再从低频开始叠加；建立耐受期间，可搭配修护精华打底or清爽修护面霜垫后，稳中求进！
	
✨嘉宾亮点
➡️清透修色物理防晒
纯物理防晒，非常温和，复配抗氧化剂夏天不容易暗沉。肤感会有一丢丢润但不闷，不会有厚重感；出汗不会留白汤，化妆不用担心跟妆打架，播播间人见人爱。
	
➡️10%壬二酸精华
用过的痘皮都觉得它有点东西，10%壬二酸与0.5%水杨酸协同灭🔥战痘，无论是红肿痘🆘还是痘印淡化预防，它都能给出答案。晚上可以点涂在痘痘和色沉处，出油多的可以全脸使用。
	
➡️0.1%A醛
油痘肌抗老宝贝，在我脸上细腻磨皮效果不输0.3-0.5%浓度A醇，宝拉做了缓释处理，效果稳健同时大大降低刺激度，适合怕用中高浓度A醇翻车or用腻了A醇的UU进阶。A醛对痘肌友好，帮皮肤平衡微生态，长期用有助于减少出油、疏通毛孔。
	
➡️20%烟酰胺
嘴巴夸烂了，油皮真爱！我自己特别喜欢早上把它和各种产品搭配，提亮肤色实在优秀。有👭反馈它油，但其实没有一滴油，只是多元醇体系刚上脸会有一点润感，看在效果的面子上，这点润我完全OK。",,1757935577000,1758498423000,5b5e9947e8ac2b5e9ac61595,耶鲁配方师Thomas,https://sns-avatar-qc.xhscdn.com/avatar/6473a3233e6d2bf88800e36a.jpg,166,92,48,12,,"http://sns-webpic-qc.xhscdn.com/202604082222/85cdbd57d493abff07910b6abcfb8141/notes_pre_post/1040g3k831mev2en7m8704a7m1qcke5clhnaj9v0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604082222/3d7d828bd67fd1c298c490311e57f0c5/notes_pre_post/1040g3k031miosspvli0g4a7m1qcke5cljl9iqp8!nd_dft_wlteh_webp_3",,1775658188593,https://www.xiaohongshu.com/explore/68c7f7d9000000001b03cb17?xsec_token=AB11a0HL2dYdfwbve-0At2QE3Zn-fru6LKu7lk2UiqvuE=&xsec_source=pc_search,宝拉珍选,AB11a0HL2dYdfwbve-0At2QE3Zn-fru6LKu7lk2UiqvuE=
682184110000000021007f8a,normal,买宝拉的好时候到了,"先和大家说个事，4月20日在托托直播间买了宝拉珍选烟酰胺精华三支装的👭，辛苦后台联系品牌客服，会给大家补赠1ml*10的烟酰胺精华。
	
原因是三支装的机制平时不释放，4月因为做宝拉的专场，品牌才给到对齐了之前大促的特殊机制，当时我也说了三支装烟酰胺不用等618了。结果品牌盘完618后对该机制做了加深，本着诚实守信的原则，与品牌沟通一致后决定给大家补赠，也感谢大家对托托的支持和宝拉珍选品牌的喜爱！
	
Anyway这也从侧面说明这次618宝拉的机制很有诚意，给大家写下18号几个亮点，都集中在宝拉最值得尝试的紫色🟣Clinical系列，关于产品的区别我会再写篇单独讲，但基本每支都写过多次，急的话可以🔍主页或往前翻翻。
-
单品
1️⃣20%烟酰胺精华
单支379
双支599赠同款1ml*2
三支899赠同款1ml*10
2️⃣色沉修护精华
699买一赠一到手两支
3️⃣0.3%双A精华
单支489赠同款5ml*2
4️⃣A醛Pro精华
单支489赠同款5ml*1
-
套组
5️⃣双A精华+烟酰胺精华
单套699
双套1398赠烟酰胺精华1ml*20（do家）
6️⃣A醛精华+烟酰胺精华
749赠烟酰胺精华1ml*5
7️⃣A醛精华+烟酰胺精华*2
1049赠烟酰胺精华1ml*10+C25精华5ml（do家）
-
其中以下在18日直播间10点至11点期间下单，会加赠水杨酸精华露3ml*3
1️⃣烟酰胺精华的三支装
5️⃣双A+烟酰胺的双套
7️⃣A醛+双支烟酰胺套组",,1747026961000,1747026961000,5b5e9947e8ac2b5e9ac61595,耶鲁配方师Thomas,https://sns-avatar-qc.xhscdn.com/avatar/6473a3233e6d2bf88800e36a.jpg,157,48,82,16,,http://sns-webpic-qc.xhscdn.com/202604082222/ddf197677b040677d56a8e588a0d384d/notes_pre_post/1040g3k831hcdg9sh3o004a7m1qcke5clse2qmtg!nd_dft_wlteh_webp_3,,1775658188594,https://www.xiaohongshu.com/explore/682184110000000021007f8a?xsec_token=ABWA46gdxW6yK3zLu_bcL2Q9vaPpFKRuK6vLBXchmZfHg=&xsec_source=pc_search,宝拉珍选,ABWA46gdxW6yK3zLu_bcL2Q9vaPpFKRuK6vLBXchmZfHg=
68d20ecf000000001301b3cb,normal,🇺🇸北美人手一只的唇膏竟然是…,"不是Rhode也不是Summer Friday…小小Paula‘s Choice的唇膏才是我的ONE PICK！
涂完第二天像是💉bo（完全不夸张！
立马去街上找三个男大打bo的程度！
#谁还没个润唇膏[话题]# #唇膏[话题]# #唇部护理[话题]# #宝拉珍选多肽唇膏[话题]#",,1758596815000,1758600097000,58f815795e87e7295654681a,KwonChoi,https://sns-avatar-qc.xhscdn.com/avatar/62fb36765052f58ea279a6e9.jpg,152,75,7,52,,http://sns-webpic-qc.xhscdn.com/202604082222/705e5caae2a6c48bbfd33a9d9863236d/notes_pre_post/1040g3k831moqbjmrl87049dr3faniq0qfo8qsog!nd_dft_wlteh_webp_3,"谁还没个润唇膏,唇膏,唇部护理,宝拉珍选多肽唇膏",1775658188596,https://www.xiaohongshu.com/explore/68d20ecf000000001301b3cb?xsec_token=ABcLOKn3R5nQhKY7-PjCnTPHWaYI4YAot4OOfS5syfyDo=&xsec_source=pc_search,宝拉珍选,ABcLOKn3R5nQhKY7-PjCnTPHWaYI4YAot4OOfS5syfyDo=
687c25090000000020018e3b,normal,清爽得不像话,"27号直播我会上两个宝拉的新品防晒，其中黄色VC防晒是托托首发，感谢宝拉珍选对本油皮的爱，果然互相奔赴才能天长地久。
	
这两支防晒一如继往地宣誓着宝拉对油皮的偏爱，尤其是蓝色这支水感清透防晒，人如其名，超🐔轻薄，犹如夏日里的绿洲，上脸一秒沦陷。
	
我之前说过，护肤品因人而异的现象会在防晒身上无限放大，油皮要找到一款能托付终身的防晒更是难上加难，只要它肤感不油腻+上脸不搓泥+涂完不扒脸+还不假白的，我恨不得和它原地结婚。
	
以上这些水感清透防晒不仅都做到了，关键它还是高倍防晒，which means在户外活动或者徒步也能用，这对于想抓住温哥华美好夏日☀️的我来说，非常重要。
	
黄色VC防晒相对来说会稍微润一点，但整体仍是偏清爽卦，夏天混油到混干用问题都不大。特点是加了5%VC衍生物，因此对肤色暗沉不均的👭会更有针对性。
	
美中不足是这两支都是化学防晒，如果你皮肤本身敏感、用防晒容易辣眼睛👀或处于项目后等特殊时期，我仍然建议以物理防晒➕硬防晒为主。",,1752966409000,1753042346000,5b5e9947e8ac2b5e9ac61595,耶鲁配方师Thomas,https://sns-avatar-qc.xhscdn.com/avatar/6473a3233e6d2bf88800e36a.jpg,150,66,58,14,,http://sns-webpic-qc.xhscdn.com/202604082222/9722ab01674f0af64318c2ec707042b1/1040g00831k5dacn332004a7m1qcke5clmh0ipv0!nd_dft_wlteh_webp_3,,1775658188597,https://www.xiaohongshu.com/explore/687c25090000000020018e3b?xsec_token=ABKrNWJ1jt9wso5w3vQWg_n8lH23T8dXLY8s7MRpZVDqE=&xsec_source=pc_search,宝拉珍选,ABKrNWJ1jt9wso5w3vQWg_n8lH23T8dXLY8s7MRpZVDqE=
60ddebe60000000001029832,normal,🇲🇾｜19痘痘肌｜爱用品使用心得(上),"之前大家敲碗的产品使用心得终于来了 :')
原谅我，大学生的生活太忙了😢
这些产品都是个人使用然后看见效果的，本人也是成分党，所以首先成分一定够简单才会买
🚨本人是混油痘痘肌
.
1⃣️Paula's Choice Skin Perfecting 2% BHA Liquid
这款大名鼎鼎的宝拉珍选2%水杨酸，这款产品就是痘痘纠察队，粉刺森林的砍伐大队，本人一个星期用两次全脸刷(先建立耐受，不然会屏障受损) 最直观的改变就是黑头粉刺减少，当然这个产品会痘痘是非常有效果的，对于还没熟的痘痘ta能够做到快速催熟，已经熟了的痘痘也能让他快速的扁下去。宝拉女士还添加了茶树精华所以让这个产品的消炎力更加+ 也更加温和。当然用了酸类尤其是水杨酸会让皮肤变干 所以要注意保湿哦。
	
2⃣️COSRX AC COLLECTION BLEMISH SPOT CLEARING SERUM
这是cosrx ac系列的精华，主要的成分让这个精华液有很好的消炎，还有很好的保湿，我个人把这个当做早间护肤，就只会用这个搭配防晒，因为这个精华本身的保湿度是够的，所以在上一层保湿乳液会觉得太过滋润，比较不适合我的皮肤
	
3⃣️COSRX 蜗牛原液
这个蜗牛原液只有12种成分所以非常的简单，保湿能力非常的强🔥这个产品有很好的修复力，虽然保湿度高 但是又不黏腻，在马来西亚两个泵就能保湿一整天，当然用了这个我也不会用保湿乳液。
	
4⃣️ cerave A醇
这款a醇非常适合新手，成分什么的都非常的好，a醇的浓度也不会特别高，当然a醇是有适应期的，有些人会有排痘现象，皮肤干，这些都是正常的，熬过去就好，另外还添加了修复+消炎成分所以对痘痘，痘印都非常有效！个人是晚间洗脸然后就只上这个(使用retinol首先先要保证皮肤在干的状态) 用了就不需要上保湿了，不然会减弱效果(详细可以去查维他命a特性)
——————————
由于字数限制 其他的会放在第二篇哦❤️",,1625156582000,1625156582000,5c15a30c000000000503e2c8,Ericson,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ea871o2120g5n0lkc61fom8rj96vi8,141,97,22,3,,"http://sns-webpic-qc.xhscdn.com/202604082222/a0e53c91459c302a392d81736fab3018/a0e3c7fb-047a-3e86-a0be-7f00810dca8e!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604082222/399ea1973e70cbb25a16b9c693cdf6b3/883f8c5c-2eab-356b-bb30-9741628a8b24!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604082222/9a6958b6d7a212b14ef265fdeb5cba11/033433b6-0689-3084-9c8b-d84e2c4531fc!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604082222/f4d282e31ddd43bf86e3caf7f432fb2f/ee6c757b-2f8d-3197-ba13-e5ea91be0280!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604082222/0e42ee4a8401ea64180d8bcc13cd1e5b/66d0ab1d-a14d-32de-b9a7-c2400f8a7136!nd_dft_wlteh_webp_3",,1775658188600,https://www.xiaohongshu.com/explore/60ddebe60000000001029832?xsec_token=ABnhTOQUv7vlaqCkEUAR_jOJ0nwXNw4eafVUar2KVfFbw=&xsec_source=pc_search,宝拉珍选,ABnhTOQUv7vlaqCkEUAR_jOJ0nwXNw4eafVUar2KVfFbw=
68c7b834000000001d015127,normal,宝拉明星三件套，种草or避雷？,"抛开剂量谈成分都是耍流氓
抛开肤质谈护肤，同样是对屏幕前的你不负责
Hello~大家好！我是二老板，一个狂热的混油皮护肤爱好者[萌萌哒R]
今天来说说宝拉的明星三件套，2%水杨酸精华水，20%烟酰胺精华和0.3%A醇精华
每一款都是风很大的单品，网上也有很多博主靠这个组合得到了不错的结果，但如果盲目冲的话，一定会翻车！！！
	
2%水杨酸精华水
首先避雷肤感，这款水的质地很油，非常油，涂在脸上非常黏腻，买它的宝宝们一定要有个心理预期，不然我敢打赌买回来你就会把它丢一边。
也正因为它油油的特点，所以渗透性很好，能够深入疏通毛孔，溶解油脂，夏天油皮晚上涂它睡觉第二天早上起来脸上不会油油的，但是，干皮慎重！！！油皮也不要每天用！！！一定要每天用的话，注意用量，几滴就可以涂全脸了，千万别像官方说的那样，用棉片倒水再全脸擦拭，咱中国人的脸皮，没有外国人那么厚！！！
总结，油皮混油皮不在意肤感的可以冲，一周2-3次足够了，后续可以搭配清爽保湿的面霜或乳液，如果要叠加功效性产品要慎重！！！
	
再来说20%烟酰胺
成分党狂喜的 “提亮猛药”！20% 高浓度烟酰胺 + 透明质酸，油皮混油皮提亮暗沉绝绝子，坚持用效果肉眼可见，适合绝大多数肤质，初次上脸可能会有刺痛感！！！每天一次，一次一个滴管的用量就够了！
	
最后是重磅的0.3% A醇精华
干敏皮请直接绕道，想抗老咱们还有其他选择！！！油皮混油皮继续看过来！！！
0.3%这个浓度对新手宝宝们来说可一点都不低，用A醇咱们一定要慢工出细活，一定要按照使用频率建立耐受，千万不要着急上强度~~~
有做y美习惯的宝宝们，项目前后一周最好也避免用它，防止过敏和烂脸~~~
这款精华配方和肤感都相当不错，0.3%的A醇叠加了2%的 补骨脂酚（植物A醇），双重抗老成分协同作用，不油不干，上脸很容易推开，叠加其他产品也不会搓泥，油皮混油皮夏天涂完这个可以直接去睡觉，冬天可以叠加个保湿或者修复的面霜。另外，A醇类精华都要避免涂到脖子上~~~
Tips：虽然这三个都很能打，但就算城墙厚油皮，也尽量不要3个叠加一起用，两两叠加，效果已经非常ok了，毕竟皮肤屏障是底线，为了追求功效，破坏了皮肤屏障，就太得不偿失了。
一些小建议：
祛痘+美白：水杨酸+烟酰胺
美白+抗老：烟酰胺+A醇
想要激进的换皮：水杨酸+A醇（还是不要了吧）#油皮[话题]#  #抗老精华[话题]# #油皮护肤[话题]# #护肤品避雷[话题]# #成分党[话题]#  #A醇[话题]# #烟酰胺[话题]# #水杨酸[话题]# #",,1757919284000,1757919332000,54b08303e77989297c43735d,zhibaomm,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mnmpcqqku6g4011su1g6sqtom0f2do,140,86,61,4,,http://sns-webpic-qc.xhscdn.com/202604082222/dac6c3fe7b5e70057534501d41793de0/spectrum/1040g34o31memof7o4u104011su1g6sqtkut0sgg!nd_dft_wlteh_webp_3,"油皮,抗老精华,油皮护肤,护肤品避雷,成分党,A醇,烟酰胺,水杨酸",1775658188601,https://www.xiaohongshu.com/explore/68c7b834000000001d015127?xsec_token=AB11a0HL2dYdfwbve-0At2QJJpB__qYD6jbfNPaM1elq8=&xsec_source=pc_search,宝拉珍选,AB11a0HL2dYdfwbve-0At2QJJpB__qYD6jbfNPaM1elq8=
644b85d9000000001303c3ea,normal,十年抗痘护肤历程之水杨酸（2）,"[红书R]抗痘最重要的是要有正确的护肤知识，剩下了的就是坚持坚持，耐心耐心[满月R]
[郁金香R]而宝拉珍选2%水杨酸简直就是我的心头肉，我近三年就没断过，用了没有二十瓶也得有十五瓶了。我觉得2%的浓度对我来说刚刚好，既不会到刺激起皮的程度，也能达到消炎抗菌日常祛痘的作用。我是基本上每天用，当然频率我会根据皮肤状态而定。如果夏天的某个阶段出油很多，我就会早晚都用，用量稍大一些。如果是冬天很干，皮肤出油不多，我就会隔一天一用，每次晚上用，量少一些。
这三年期间虽然不能达到一个痘痘都不长的程度，但是至少比我之前少了90%。偶尔会在姨妈前后长几个，或者甜品吃多了冒几个。姐妹们痘痘肌管好嘴也是关键，什么奶茶甜品，就能忌口就忌口吧，要不然天王老子来了也不行。出门一天哪都摸的小脏手，有太多细菌了，咱们就尽量别摸脸了。做到这两点再配合刷酸，真的真的能缓解不少。
我真的是把埋在内心深处的干货分享给了大家，希望能帮助到像之前的我一样，满脸长痘找不对方法，病急乱投医，花钱又被骗的姐妹们。我真的都有点被自己感动了，我虽然不是最专业的，但是在痘痘方面这几年也算是实践派，姐妹们一起互相帮助，都变成大美人吧[郁金香R][郁金香R]",,1682671065000,1682725409000,58c9d8866a6a692834f60b3c,大梦杂货铺,https://sns-avatar-qc.xhscdn.com/avatar/627ca6c6dea4c196ae406a9e.jpg,132,64,17,28,,"http://sns-webpic-qc.xhscdn.com/202604082222/822c54338762d2a42832a8c753bb80d3/03034s016aaaww0l4qk010zg1gg15eblup!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604082222/e1cf71e70f32cff4288edf0acd3d9af0/03034t016aaaww0l4qk010giq2y17ph8rj!nd_dft_wlteh_webp_3",,1775658188601,https://www.xiaohongshu.com/explore/644b85d9000000001303c3ea?xsec_token=AB2slJOO40Ut0_9GV7quWzuhbYFgnSfd4Q1ucQUHgRO6Q=&xsec_source=pc_search,宝拉珍选,AB2slJOO40Ut0_9GV7quWzuhbYFgnSfd4Q1ucQUHgRO6Q=
665715ef000000000f00f9a2,normal,种草Paula choice 🤍🤍🤍,"早C晚A
只要跟对一个YouTuber
我的钱就没有打水漂了🙂‍↔️🙂‍↔️",,1716983279000,1716983279000,5d858c460000000001003dce,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rl17oumis005nc5hh308feebc0oo0o,117,93,29,11,,http://sns-webpic-qc.xhscdn.com/202604082223/c38af02fd25e3e10524a75d672fd5aba/1040g008313cnlegl06005nc5hh308fee34c4cb0!nd_dft_wlteh_webp_3,,1775658188601,https://www.xiaohongshu.com/explore/665715ef000000000f00f9a2?xsec_token=ABGZ_tcinxhkPpHGJMbmZTOmaT38HGwqskXYQr9447EtE=&xsec_source=pc_search,宝拉珍选,ABGZ_tcinxhkPpHGJMbmZTOmaT38HGwqskXYQr9447EtE=
5e9830fd000000000100af45,normal,油敏皮、痘肌真爱洁面——宝拉珍选绿鼻涕,"自从绿鼻涕换了新包装，我还没有用过，这回正好家里洁面又见底了，新入一瓶绿鼻涕给大噶反馈一下~
最大的感受：够温和、清洁力够强。成分精简，表活以APG为主、氨基酸和两性基表活为辅。APG表活清洁效果不输氨基酸，但比氨基酸更加温和；三种表活协同发挥作用，清洁力相当不错，用来卸可水洗的防晒没有问题。
凝胶质地真的有点像“鼻涕[笑哭R]”，不过用几次就习惯了，因为是低泡型洗面奶所以泡泡比较少，但也不至于没有，介意的朋友可以用个起泡网。洗完脸不干不紧绷，无论是混油皮的我还是大油田的波咕鸡，用完都对它赞不绝口。
除了味道一般，这瓶真的可以，脸上长痘、有破口时用，都不会有任何刺痛感。",,1587032317000,1587032318000,57f087ba6a6a6909b0e45829,米拉妈妈健身日记,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313pl2qqn1m7048nssi3rkm19umov500,113,52,13,27,,"http://sns-webpic-qc.xhscdn.com/202604082223/c83957637f239fc722ebac4456d4b735/59286913-1dae-39cc-9eac-a9adf2c5d757!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604082223/ffd463c2b1c6e62d1fd45e187cdf4817/1e74bc2a-4d5c-3170-b35d-9b1401f8a952!nd_dft_wlteh_webp_3",,1775658188602,https://www.xiaohongshu.com/explore/5e9830fd000000000100af45?xsec_token=ABWfLgp_wDpzdqsb8S3pXFfbH0ziYKWugKfs-XytKeXiM=&xsec_source=pc_search,宝拉珍选,ABWfLgp_wDpzdqsb8S3pXFfbH0ziYKWugKfs-XytKeXiM=
67f2aac7000000000b014cb4,normal,一扫黄气～北美打工人，焕发光彩三件套,"[星R]
咱不得不说，
宝拉大妈在成分党眼里那是古早偶像般的存在。
	
熬夜打工人早晚用这一套早c晚a，轻轻松松去黄去暗，
get光亮肌肤，抗老美白效果非常明显。
	
[樱花R]
图1️⃣是晚上的routine.
	
水倒在棉片上擦脸，5%的杏仁酸帮你一扫暗沉，粗糙，去闭口粉刺的同时兼顾保湿，分子比果酸大，所以没有果酸刺激，是略微敏感的皮肤好选择，非常适合去班味。
➡️多肽抗老精华或者他家的20%烟酰胺（有淡斑需求，且皮肤不敏感的）
➡️0.3的a醇适合正常肤质，脸颊敏感就避开脸颊，其他地方用一停一，半个月后如果没啥事，可以用二停一。 慢慢增加频率直到可以每晚用。a醇在抗老去皱，美白淡斑，祛痘方面都有一等一的效果。
如果你是超级城墙皮，直接选1%的浓度（用用停停）需要提醒的是，如果你像我一样脸颊干皮 但是下巴t区一直爆痘不停，建议直接选1%，t区下巴用一停一，避开脸颊。
	
[星R]
图2️⃣白天的routine.
白天就到了该抗氧化的时候咯。
	
依旧是杏仁酸水➡️C25，含23%脂溶性VC，四己基癸醇抗坏血酸酯简称VC-IP, 和2%水溶性VC抗坏血酸葡糖苷（AA2G），高效抗氧，一扫黄气，同时比原型VC要稳定很多。不用担心发黄，染黄角质层。
➡️c5面霜 ， 混干可以仔叠加这个面霜，油皮不用。
	
[星R]
	
这一套本质是早C晚A的护肤思路。
早上皮肤要应对紫外线，电脑辐射，环境污染的持续伤害，所以白天的routine应当以“防御”为主，像VC，艾地苯，白藜芦醇就可以抵御紫外线带来的自由基损伤（自由基从皮肤的DNA和细胞膜中“窃取”电子，导致皮肤老化松弛）
	
敲黑板了！
一个好的护肤方案不是整天说修复，而是要先预防，就像不能等河水决堤了再想着修补河堤。
晚上用酸和a是要加速皮肤新陈代谢，把旧的有色斑的粗糙的不健康表层角质快递去掉，让新的健康的皮肤露出来。
[樱花R]这样坚持用下去，
打工人一脸倦容一脸黄气都能消失不见～
#肌肤焕发活力[话题]# #抗氧化抗老[话题]# #抗衰老抗氧化[话题]# #初春护肤灵感[话题]# #春日护肤在小红书买什么[话题]#",,1743956679000,1743956816000,5b28751911be1027975a503a,Mia爱吃小核桃,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fjafuom04004a6cljqhik1qbgmms8g,104,95,5,10,,"http://sns-webpic-qc.xhscdn.com/202604082223/8977b236c017935d723f42c0b40895f3/1040g00831full052g2004a6cljqhik1q6ofbsvg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202604082223/b7a32c6f72b232f62c821d20e9f1d478/notes_pre_post/1040g3k831fuh67ui0i8g4a6cljqhik1q2shkmr0!nd_dft_wlteh_webp_3","肌肤焕发活力,抗氧化抗老,抗衰老抗氧化,初春护肤灵感,春日护肤在小红书买什么",1775658188602,https://www.xiaohongshu.com/explore/67f2aac7000000000b014cb4?xsec_token=ABxz0tVRWLzH3LpYS6JngE25C6Kp5lYxak44ZRLXVOrC4=&xsec_source=pc_search,宝拉珍选,ABxz0tVRWLzH3LpYS6JngE25C6Kp5lYxak44ZRLXVOrC4=
68c4ece0000000001b01ee65,video,为什么宝拉敢做20%烟酰胺？,"宝拉珍选20%烟酰胺精华算得上是市面上的一朵奇葩（褒义！[偷笑R] 要知道在此之前，烟酰胺基本都是以3-5%的浓度配角的形式存在于护肤品里，所以烟酰胺虽然是护肤万金油，但你对它到底能实现什么效果，并没有清晰的体感。
	
所以去年宝拉总部西雅图时，我最想问副总裁Kate的问题就是，宝拉女士当初是怎么想到做20%高浓度烟酰胺的？Kate作为宝拉珍选最早的员工，给我们详细解释了烟酰胺精华的前世今生。",http://sns-video-alos.xhscdn.com/stream/1/110/259/01e8c4ecdf07e59b0103700399413dd5f2_259.mp4,1757736160000,1771142884000,5b5e9947e8ac2b5e9ac61595,耶鲁配方师Thomas,https://sns-avatar-qc.xhscdn.com/avatar/6473a3233e6d2bf88800e36a.jpg,995,466,148,72,,http://sns-webpic-qc.xhscdn.com/202604082225/6b54d5d6eda653c220ca322471feada2/1040g2sg31mbvuk2im8704a7m1qcke5cluraanso!nd_dft_wlteh_webp_3,,1775658365243,https://www.xiaohongshu.com/explore/68c4ece0000000001b01ee65?xsec_token=AB4t4No-CdZwCoIunvJAurPC1iWxEJXS_9zmbnabVKdMc=&xsec_source=pc_search,宝拉珍选烟酰胺,AB4t4No-CdZwCoIunvJAurPC1iWxEJXS_9zmbnabVKdMc=
69b71aa6000000002301c736,video,❤️亲用有效～缩毛孔护肤产品,"码住了 Paula's Choice的
年轻油皮【2% BHA Liquid Exfoliant】 + 【20% Niacinamide Face Serum】
上年纪皮【6% Mandelic Acid + 2% Lactic Acid Exfoliant】+ 【20% Niacinamide Face Serum】
坚持使用，缩毛孔效果肉眼可见！大爱了！",http://sns-video-alos.xhscdn.com/stream/320/110/259/01e9b71946c63b8a010370039cf3423a2a_259.mp4,1773607590000,1773607591000,53eb190ab4c4d668ebba58ef,Faye G,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qo59p0a00004004sfcgkm7fhi9ebuo,656,497,64,31,美国,http://sns-webpic-qc.xhscdn.com/202604082225/ea8d36a64defc6a3803e75950539183e/1040g2sg31tog06ecn2704004sfcgkm7fscme6u8!nd_dft_wlteh_webp_3,,1775658365245,https://www.xiaohongshu.com/explore/69b71aa6000000002301c736?xsec_token=ABhQCsIR0HDBViomQDyASzI9wyZ7eME8HzwS56QkimJmM=&xsec_source=pc_search,宝拉珍选烟酰胺,ABhQCsIR0HDBViomQDyASzI9wyZ7eME8HzwS56QkimJmM=
